Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG,RS
KCR,AL,1988,648,84,0.321,0.391,0.259,0,,,161,,,between 652.0 and 711.0
PIT,NL,1986,700,64,0.321,0.374,0.25,0,,,162,,,between 652.0 and 711.0
ATL,NL,1974,563,88,0.319,0.363,0.249,0,,,163,,,between 652.0 and 711.0
NYM,NL,1989,595,87,0.311,0.385,0.246,0,,,162,,,between 652.0 and 711.0
SDP,NL,1989,626,89,0.319,0.369,0.251,0,,,162,,,less than 652.0
LAA,AL,1963,660,70,0.309,0.354,0.25,0,,,161,,,less than 652.0
CHC,NL,1966,809,59,0.313,0.38,0.254,0,,,162,,,less than 652.0
BAL,AL,1982,687,94,0.341,0.419,0.266,0,,,163,,,between 711.0 and 775.0
CLE,AL,1988,731,78,0.314,0.387,0.261,0,,,162,,,between 652.0 and 711.0
NYY,AL,1973,610,80,0.322,0.3779999999999999,0.261,0,,,162,,,less than 652.0
SFG,NL,1992,647,72,0.302,0.355,0.244,0,,,162,,,less than 652.0
OAK,AL,1987,789,81,0.3329999999999999,0.428,0.26,0,,,162,,,greater than 775.0
OAK,AL,1991,776,84,0.331,0.389,0.248,0,,,162,,,between 711.0 and 775.0
NYY,AL,1993,761,88,0.353,0.435,0.2789999999999999,0,,,162,,,greater than 775.0
NYM,NL,1970,630,83,0.3329999999999999,0.37,0.249,0,,,162,,,between 652.0 and 711.0
CIN,NL,1992,609,90,0.3279999999999999,0.382,0.26,0,,,162,,,between 652.0 and 711.0
CIN,NL,1984,747,70,0.313,0.356,0.244,0,,,162,,,less than 652.0
CLE,AL,1966,586,81,0.297,0.36,0.237,0,,,162,,,less than 652.0
CIN,NL,1996,773,81,0.331,0.422,0.256,0,,,162,,,greater than 775.0
CHW,AL,2009,732,79,0.3289999999999999,0.411,0.258,0,,,162,0.325,0.414,between 711.0 and 775.0
ATL,NL,1971,699,82,0.312,0.385,0.257,0,,,162,,,less than 652.0
CAL,AL,1991,649,81,0.314,0.374,0.255,0,,,162,,,between 652.0 and 711.0
ATL,NL,1984,655,80,0.317,0.361,0.247,0,,,162,,,less than 652.0
OAK,AL,1979,860,54,0.302,0.346,0.239,0,,,162,,,less than 652.0
PIT,NL,1978,637,88,0.32,0.385,0.257,0,,,161,,,between 652.0 and 711.0
PHI,NL,1971,688,67,0.298,0.35,0.233,0,,,162,,,less than 652.0
TBD,AL,2006,856,61,0.314,0.42,0.255,0,,,162,0.358,0.452,between 652.0 and 711.0
ATL,NL,1999,661,103,0.341,0.436,0.266,1,1.0,2.0,162,0.314,0.377,greater than 775.0
ATL,NL,1982,702,89,0.325,0.3829999999999999,0.256,1,4.0,3.0,162,,,between 711.0 and 775.0
TEX,AL,1979,698,83,0.3339999999999999,0.409,0.278,0,,,162,,,between 711.0 and 775.0
CIN,NL,1999,711,96,0.341,0.451,0.272,0,,,163,0.324,0.411,greater than 775.0
TEX,AL,1984,714,69,0.313,0.377,0.261,0,,,161,,,between 652.0 and 711.0
BAL,AL,1964,567,97,0.316,0.387,0.248,0,,,163,,,between 652.0 and 711.0
DET,AL,1971,645,91,0.325,0.405,0.254,0,,,162,,,between 652.0 and 711.0
CHC,NL,1988,694,77,0.31,0.3829999999999999,0.261,0,,,163,,,between 652.0 and 711.0
ATL,NL,1989,680,63,0.298,0.35,0.2339999999999999,0,,,161,,,less than 652.0
MIL,AL,1975,792,68,0.32,0.389,0.25,0,,,162,,,between 652.0 and 711.0
HOU,NL,1985,691,83,0.319,0.3879999999999999,0.261,0,,,162,,,between 652.0 and 711.0
PIT,NL,1987,744,80,0.33,0.4029999999999999,0.264,0,,,162,,,between 711.0 and 775.0
COL,NL,2009,715,92,0.3429999999999999,0.441,0.261,1,5.0,4.0,162,0.3279999999999999,0.405,greater than 775.0
KCR,AL,1982,717,90,0.337,0.428,0.285,0,,,162,,,greater than 775.0
MIN,AL,1999,845,63,0.3279999999999999,0.384,0.264,0,,,161,0.342,0.465,between 652.0 and 711.0
SFG,NL,1996,862,68,0.331,0.3879999999999999,0.253,0,,,162,,,between 711.0 and 775.0
CAL,AL,1969,652,71,0.3,0.319,0.23,0,,,163,,,less than 652.0
MIL,AL,1970,751,65,0.319,0.358,0.242,0,,,163,,,less than 652.0
CHW,AL,1976,745,64,0.314,0.349,0.255,0,,,161,,,less than 652.0
LAD,NL,1983,609,91,0.318,0.379,0.25,1,3.0,3.0,163,,,between 652.0 and 711.0
PHI,NL,2006,812,85,0.347,0.447,0.267,0,,,162,0.3389999999999999,0.46,greater than 775.0
LAD,NL,2008,648,84,0.3329999999999999,0.3989999999999999,0.264,1,7.0,3.0,162,0.315,0.376,between 652.0 and 711.0
CLE,AL,1970,675,76,0.314,0.3939999999999999,0.249,0,,,162,,,less than 652.0
FLA,NL,2011,702,72,0.318,0.3879999999999999,0.247,0,,,162,0.316,0.401,less than 652.0
SFG,NL,1973,702,88,0.335,0.407,0.262,0,,,162,,,between 711.0 and 775.0
PHI,NL,2005,726,88,0.348,0.423,0.27,0,,,162,0.32,0.426,greater than 775.0
NYM,NL,2000,738,94,0.346,0.43,0.263,1,3.0,2.0,162,0.327,0.4029999999999999,greater than 775.0
NYM,NL,2003,754,66,0.314,0.374,0.247,0,,,161,0.345,0.4379999999999999,less than 652.0
TEX,AL,1999,859,95,0.361,0.479,0.293,1,5.0,4.0,162,0.346,0.4589999999999999,greater than 775.0
ARI,NL,1999,676,100,0.347,0.4589999999999999,0.2769999999999999,1,2.0,4.0,162,0.32,0.402,greater than 775.0
CIN,NL,1990,597,91,0.325,0.3989999999999999,0.265,1,3.0,1.0,162,,,between 652.0 and 711.0
PIT,NL,1969,652,88,0.3339999999999999,0.3979999999999999,0.2769999999999999,0,,,162,,,between 711.0 and 775.0
HOU,NL,1988,631,82,0.306,0.351,0.244,0,,,162,,,less than 652.0
MIL,AL,1993,792,69,0.3279999999999999,0.3779999999999999,0.258,0,,,162,,,between 711.0 and 775.0
CHC,NL,2010,767,75,0.32,0.401,0.257,0,,,162,0.3339999999999999,0.3979999999999999,between 652.0 and 711.0
MIA,NL,2012,724,69,0.308,0.382,0.244,0,,,162,0.327,0.3989999999999999,less than 652.0
SDP,NL,1970,788,63,0.312,0.391,0.246,0,,,162,,,between 652.0 and 711.0
MIL,AL,1996,899,80,0.353,0.441,0.2789999999999999,0,,,162,,,greater than 775.0
NYY,AL,2000,814,87,0.354,0.45,0.2769999999999999,1,5.0,1.0,161,0.336,0.422,greater than 775.0
CLE,AL,2006,782,78,0.349,0.457,0.28,0,,,162,0.335,0.431,greater than 775.0
SEA,AL,1984,774,74,0.324,0.384,0.258,0,,,162,,,between 652.0 and 711.0
CIN,NL,2005,889,73,0.3389999999999999,0.446,0.261,0,,,163,0.352,0.483,greater than 775.0
STL,NL,1983,710,79,0.335,0.384,0.27,0,,,162,,,between 652.0 and 711.0
DET,AL,1969,601,90,0.316,0.387,0.242,0,,,162,,,between 652.0 and 711.0
CIN,NL,1978,688,92,0.3339999999999999,0.3929999999999999,0.256,0,,,161,,,between 652.0 and 711.0
CIN,NL,2001,850,66,0.324,0.419,0.262,0,,,162,0.341,0.455,between 711.0 and 775.0
CAL,AL,1985,703,90,0.3329999999999999,0.386,0.251,0,,,162,,,between 711.0 and 775.0
SFG,NL,2003,638,100,0.3379999999999999,0.425,0.264,1,2.0,4.0,161,0.321,0.386,between 711.0 and 775.0
SDP,NL,1973,770,60,0.296,0.351,0.244,0,,,162,,,less than 652.0
CHW,AL,1997,833,80,0.341,0.417,0.273,0,,,161,,,greater than 775.0
SEA,AL,1982,712,76,0.311,0.381,0.254,0,,,162,,,less than 652.0
TOR,AL,2004,823,67,0.3279999999999999,0.4029999999999999,0.26,0,,,161,0.348,0.434,between 711.0 and 775.0
TEX,AL,1974,698,83,0.336,0.377,0.272,0,,,161,,,between 652.0 and 711.0
PIT,NL,2006,797,67,0.327,0.397,0.263,0,,,162,0.357,0.431,between 652.0 and 711.0
HOU,NL,2007,813,73,0.33,0.412,0.26,0,,,162,0.337,0.4539999999999999,between 711.0 and 775.0
MIN,AL,1985,782,77,0.326,0.407,0.264,0,,,162,,,between 652.0 and 711.0
FLA,NL,1999,852,64,0.325,0.395,0.263,0,,,162,0.359,0.44,between 652.0 and 711.0
MIL,AL,1986,734,77,0.321,0.385,0.255,0,,,161,,,between 652.0 and 711.0
SFG,NL,1967,551,91,0.313,0.372,0.245,0,,,162,,,between 652.0 and 711.0
CHW,AL,1991,681,87,0.336,0.391,0.262,0,,,162,,,between 711.0 and 775.0
BAL,AL,1971,530,101,0.347,0.3979999999999999,0.261,1,1.0,2.0,158,,,between 711.0 and 775.0
CHW,AL,1971,597,79,0.325,0.373,0.25,0,,,162,,,less than 652.0
NYM,NL,1968,499,73,0.281,0.315,0.228,0,,,163,,,less than 652.0
STL,NL,2006,762,83,0.337,0.431,0.2689999999999999,1,6.0,1.0,161,0.337,0.4429999999999999,greater than 775.0
CHC,NL,2011,756,71,0.314,0.401,0.256,0,,,162,0.335,0.413,between 652.0 and 711.0
CLE,AL,1983,785,70,0.3379999999999999,0.369,0.265,0,,,162,,,between 652.0 and 711.0
BOS,AL,1993,698,80,0.33,0.395,0.264,0,,,162,,,between 652.0 and 711.0
CHC,NL,1962,827,59,0.317,0.377,0.253,0,,,162,,,less than 652.0
ATL,NL,2009,641,86,0.3389999999999999,0.405,0.263,0,,,162,0.3229999999999999,0.39,between 711.0 and 775.0
TOR,AL,1978,775,59,0.308,0.359,0.25,0,,,161,,,less than 652.0
CHC,NL,1991,734,77,0.309,0.39,0.253,0,,,160,,,between 652.0 and 711.0
DET,AL,1983,679,92,0.335,0.427,0.2739999999999999,0,,,162,,,greater than 775.0
ARI,NL,2004,899,51,0.31,0.3929999999999999,0.253,0,,,162,0.35,0.439,less than 652.0
LAD,NL,2012,597,86,0.317,0.374,0.252,0,,,162,0.31,0.364,less than 652.0
MIL,NL,2002,821,56,0.32,0.39,0.253,0,,,162,0.352,0.442,less than 652.0
MON,NL,1990,598,85,0.322,0.37,0.25,0,,,162,,,between 652.0 and 711.0
TBD,AL,2000,842,69,0.3289999999999999,0.3989999999999999,0.257,0,,,161,0.345,0.451,between 711.0 and 775.0
MIN,AL,2007,725,79,0.33,0.391,0.264,0,,,162,0.324,0.431,between 711.0 and 775.0
SDP,NL,1980,654,73,0.324,0.342,0.255,0,,,163,,,less than 652.0
PHI,NL,2012,680,81,0.317,0.4,0.255,0,,,162,0.306,0.407,between 652.0 and 711.0
DET,AL,1988,658,88,0.324,0.3779999999999999,0.25,0,,,162,,,between 652.0 and 711.0
CAL,AL,1965,569,75,0.297,0.341,0.239,0,,,162,,,less than 652.0
LAD,NL,1980,591,92,0.3229999999999999,0.3879999999999999,0.263,0,,,163,,,between 652.0 and 711.0
BOS,AL,1991,712,84,0.34,0.401,0.2689999999999999,0,,,162,,,between 711.0 and 775.0
KCA,AL,1963,704,73,0.313,0.353,0.247,0,,,162,,,less than 652.0
SFG,NL,1987,669,90,0.324,0.43,0.26,1,3.0,3.0,162,,,greater than 775.0
HOU,NL,1975,711,64,0.32,0.359,0.254,0,,,162,,,between 652.0 and 711.0
DET,AL,2006,675,95,0.3289999999999999,0.449,0.2739999999999999,1,3.0,2.0,162,0.321,0.405,greater than 775.0
CAL,AL,1974,657,68,0.321,0.356,0.254,0,,,163,,,less than 652.0
HOU,NL,1986,569,96,0.322,0.381,0.255,1,2.0,3.0,162,,,between 652.0 and 711.0
CHC,NL,1993,739,84,0.325,0.414,0.27,0,,,163,,,between 711.0 and 775.0
NYM,NL,1969,541,100,0.311,0.351,0.242,1,2.0,1.0,162,,,less than 652.0
SFG,NL,1997,793,90,0.337,0.414,0.258,1,5.0,4.0,162,,,greater than 775.0
KCR,AL,1979,816,85,0.3429999999999999,0.422,0.282,0,,,162,,,greater than 775.0
CHW,AL,1984,736,74,0.314,0.395,0.247,0,,,162,,,between 652.0 and 711.0
HOU,NL,2004,698,92,0.342,0.436,0.267,1,6.0,3.0,162,0.3279999999999999,0.417,greater than 775.0
PIT,NL,2012,674,79,0.304,0.395,0.243,0,,,162,0.314,0.39,less than 652.0
DET,AL,1997,790,79,0.332,0.415,0.258,0,,,162,,,greater than 775.0
MLN,NL,1964,744,88,0.3329999999999999,0.418,0.272,0,,,162,,,greater than 775.0
CHW,AL,2003,715,86,0.331,0.446,0.263,0,,,162,0.322,0.4039999999999999,greater than 775.0
CLE,AL,1975,703,79,0.327,0.392,0.261,0,,,159,,,between 652.0 and 711.0
CHW,AL,1962,658,85,0.3339999999999999,0.372,0.257,0,,,162,,,between 652.0 and 711.0
SFG,NL,2000,747,97,0.362,0.472,0.278,1,1.0,4.0,162,0.342,0.412,greater than 775.0
LAD,NL,1982,612,88,0.327,0.3879999999999999,0.264,0,,,162,,,between 652.0 and 711.0
KCR,AL,2001,858,65,0.318,0.409,0.266,0,,,162,0.348,0.45,between 711.0 and 775.0
BAL,AL,1983,652,98,0.34,0.421,0.2689999999999999,1,2.0,1.0,162,,,greater than 775.0
FLA,NL,2008,767,84,0.326,0.433,0.254,0,,,161,0.3329999999999999,0.407,between 711.0 and 775.0
TOR,AL,1979,862,53,0.311,0.363,0.251,0,,,162,,,less than 652.0
LAD,NL,1967,595,73,0.301,0.332,0.236,0,,,162,,,less than 652.0
TEX,AL,2010,687,90,0.3379999999999999,0.419,0.276,1,7.0,2.0,162,0.319,0.39,greater than 775.0
ANA,AL,2001,730,75,0.327,0.405,0.261,0,,,162,0.331,0.412,between 652.0 and 711.0
MON,NL,1997,740,78,0.316,0.425,0.258,0,,,162,,,between 652.0 and 711.0
ATL,NL,2008,778,72,0.345,0.408,0.27,0,,,162,0.336,0.423,between 711.0 and 775.0
ATL,NL,1970,772,76,0.3339999999999999,0.4039999999999999,0.27,0,,,162,,,between 711.0 and 775.0
CAL,AL,1968,615,67,0.291,0.318,0.2269999999999999,0,,,162,,,less than 652.0
STL,NL,1967,557,101,0.32,0.379,0.263,1,1.0,1.0,161,,,between 652.0 and 711.0
MON,NL,1979,581,95,0.319,0.408,0.264,0,,,160,,,between 652.0 and 711.0
NYY,AL,1967,621,72,0.296,0.317,0.225,0,,,163,,,less than 652.0
